categories|titles|contents|urls
AZ|日本第6度贈台AZ疫苗30萬劑 上午運抵台灣|日本提供第6批30萬劑AZ疫苗今天上午運抵台灣，日本航空公司的駕駛也在班機落地時親切揮手致意，疫苗溫控櫃在完成通關作業後，直接運送到指定冷儲物流中心存放。日本外務大臣茂木敏充昨天在記者會中宣布，追加提供台灣30萬劑COVID-19（2019冠狀病毒疾病）的AZ（AstraZeneca，阿斯特捷利康）疫苗，上午9時49分由日航JL-6729班機運抵桃園國際機場。班機落地後滑行停靠於D5機坪，飛機駕駛還親切的與現場人員揮手致意，由地勤人員進入貨艙消毒後靜置10分鐘，再將放置於貨艙的1大2小溫控櫃卸下完成通關作業，日航地勤人員也上前確認溫控櫃溫度保持正常。裝有疫苗的溫控櫃隨後經拖車送往貨物碼頭裝入冷鏈貨車，直接運送至指定冷儲物流中心進行後續檢驗封緘作業，再供COVID-19計畫所列實施對象接種。日本先前提供台灣5批AZ疫苗，分別為6月4日124萬劑、7月8日113萬劑、7月15日97萬劑、9月7日6.4萬劑、9月25日50萬劑，若再加上本批30萬劑，日本政府提供台灣的疫苗數量已累計達到420.4萬劑，相關疫苗資訊以中央流行疫情指揮中心公布訊息為主。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTEwMjcwMDMyLmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMTAyNzAwMzIuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|疫苗混打效果更好？指揮中心：2劑AZ保護力足、副作用較輕微|研究顯示，AZ混打莫德納疫苗對Delta保護力優於2劑AZ疫苗。指揮中心今天表示，完整接種AZ疫苗可有效預防重症、死亡，副作用也比混打少，呼籲打AZ的民眾無須悲觀以對。台大醫院今天公布COVID-19（2019冠狀病毒疾病）疫苗混打試驗成果，AZ混打莫德納疫苗不僅抗體濃度比打2劑AZ疫苗者高，體外試驗也發現，接種14天後對抗最早在印度發現的Delta變異株的保護力達到100%，是2劑AZ疫苗的5倍。台灣大學副校長、中央流行疫情指揮中心專家諮詢小組召集人張上淳今天接受記者電話聯訪時解釋，該研究用受試者稀釋40倍的血液，測試能否中和病毒，若能順利中和病毒則視為具有保護力，並不代表在真實世界中也擁有100%保護力。研究結果出爐後，有不少接種2劑AZ疫苗的民眾擔心保護力不足。中央流行疫情指揮中心醫療應變組副組長羅一鈞今天下午在疫情記者會中表示，評估疫苗的效果除了要考慮保護力，也要一併考量抗體效價、副作用等問題，以及真實世界中的確診情形，畢竟疫苗接種一段時間後，保護力會逐漸下降，也可能出現突破性感染等狀況。羅一鈞並指出，該研究2劑AZ疫苗接種僅相隔8週，真實世界中可能長達12週，且根據國外數據顯示，2劑AZ疫苗間隔愈長，抗體生成、保護力都比較好，呼籲民眾不用悲觀地認為打2劑AZ疫苗效果較差，實際上對於預防重症、死亡的保護效果都不錯，副作用也比混打來得輕微。指揮中心指揮官陳時中表示，無論打2劑同廠牌疫苗，或是混打2種不同廠牌疫苗，都有其利和弊，民眾可自己做最好選擇。另外，有專家質疑指揮中心開放接種高端疫苗者，有出國需求，可混打其他國際認證疫苗，形同否定高端疫苗。陳時中反問：「要不然要怎麼辦」，政府總不可能讓民眾打完高端疫苗，結果飛到美國無法入境，又被趕回來，因此才會開放有出國需求者接種其他疫苗，目的是解決入境的問題，但強調混打不同廠牌疫苗就是有其風險。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTExMTkwMTc4LmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMTExOTAxNzguYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|AZ疫苗73.84萬劑到貨 效期至明年4月30日|台灣自購第15批約73.84萬劑AZ疫苗今天下午抵台，完成通關作業送指定冷儲物流中心存放，待檢驗封緘後供計畫所列對象接種，指揮中心表示，本批疫苗效期至明年4月30日。台灣自購約73.84萬劑COVID-19（2019冠狀病毒疾病）AZ（AstraZeneca，阿斯特捷利康）疫苗，下午由華航CI-161班機運送，飛機從韓國首爾仁川機場起飛後，在下午1時44分運抵桃園國際機場。班機落地後滑行停靠於A8機坪，由地勤人員將放置於貨艙的溫控櫃卸下，完成消毒及通關作業，經拖車送往貨物碼頭裝入冷鏈貨車，載往指定冷儲物流中心存放。中央流行疫情指揮中心發言人莊人祥在下午的記者會中表示，疫苗進行後續檢驗封緘作業後，再提供COVID-19接種計畫所列實施對象接種。這次提供的疫苗為多劑型包裝，每瓶10人份，需存放於攝氏2-8度的環境，這批疫苗效期至2022年4月30日。莊人祥指出，指揮中心去年10月30日與台灣阿斯特捷利康公司簽署1000萬劑COVID-19疫苗供應合約，截至目前總計已超過853萬劑到貨。已經抵台的自購AZ疫苗，分別為3月3日11.7萬劑、7月7日62.6萬劑、7月15日56萬劑、7月27日58.2萬劑、8月12日52.4萬劑、8月27日26.5萬劑、8月31日59.5萬劑、9月10日45.8萬劑、9月17日64萬劑、9月30日65.6萬劑、10月13日136萬劑、11月4日14.2萬劑、11月6日59.4萬劑、11月19日67.6萬劑，及這次提供第15批73.84萬劑疫苗。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTEyMjEwMjAxLmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMTIyMTAyMDEuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|AZ疫苗26.5萬劑抵台效期至12/7 納第7輪供首劑接種|台灣自購的最新一批26.5萬劑AZ疫苗今天由大韓航空班機載運來台，中央流行疫情指揮中心指揮官陳時中下午表示，這批疫苗效期至今年12月7日，將納入第7輪供首劑接種，優先擴大第1劑量能，但會保留一定比例疫苗供接種第2劑者施打。COVID-19（2019冠狀病毒疾病）疫情延續，台灣自購的疫苗陸續抵台，今天這批AZ疫苗是由大韓航空班機KE691載運，上午9時35分從韓國首爾啟航，中午11時37分抵達桃園國際機場，停靠在A8機坪。這批疫苗被裝載在兩個溫控櫃中，地勤人員卸下機後，海關人員隨即上前查看，在機邊完成驗放，隨後在警車戒備下，由拖車送至航空貨運站，後續將以專車送至指定的冷儲物流中心進行檢驗封緘作業。陳時中今天下午在記者會中說明，昨天COVID-19（2019冠狀病毒疾病）疫苗接種7萬9757劑，截至目前國內COVID-19疫苗涵蓋率達41.51%，劑次人口比為45.10（劑/每百人）。另外，針對「第3階段」 教育相關工作人員接種事宜，陳時中說明，接種對象為110年8月1日以後新進專任教師、代理代課教師、實習教師、特教助理員及團膳業廚務人員等。總計2萬9600劑AZ疫苗已於8月26日配送至各縣市，呼籲上述人員配合縣市規劃時間速前往接種。指揮中心於去年10月30日與台灣阿斯特捷利康公司簽署1000萬劑COVID-19疫苗供應合約，先前已陸續到貨，分為3月3日11.7萬劑、7月7日62.6萬劑、7月15日56萬劑、7月27日58.2萬劑、8月12日52.4萬劑，本次提供第6批疫苗，截至目前總計約267.4萬劑到貨。本次到貨的AZ疫苗為多劑型包裝（每瓶10人份），效期至今年12月7日，需存放於2-8℃環境，依臨床試驗每人需施打2劑。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTA4Mjc1MDAyLmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMDgyNzUwMDIuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|AZ疫苗146.15萬劑下午抵台 1000萬劑全數到貨|台灣自購第16批阿斯特捷利康（AstraZeneca）COVID-19（2019冠狀病毒疾病）疫苗146.15萬劑今天下午3時12分，由中華航空股份有限公司航班運抵桃園國際機場。中央流行疫情指揮中心表示，本批效期至2022年5月31日。台灣採購1000萬劑已全數到貨。指揮中心指揮官陳時中今天下午疫情記者會中說明，AZ疫苗約146.15萬劑預定今天下午抵達桃園國際機場，待完成通關程序後，直接運送至指定冷儲物流中心進行後續檢驗封緘作業，再提供COVID-19接種計畫所列實施對象接種。陳時中指出，指揮中心於2020年10月30日與台灣阿斯特捷利康公司簽署1000萬劑COVID-19疫苗供應合約，截至今天1000萬劑已全數到貨。這些AZ疫苗分別為2021年3月3日11.71萬劑、7月7日62.65萬劑、7月15日56.07萬劑、7月27日58.2萬劑、8月12日52.48萬劑、8月27日26.5萬劑、8月31日59.55萬劑、9月10日45.84萬劑、9月17日64.15萬劑、9月30日65.68萬劑，以及10月13日136.08萬劑、11月4日14.25萬劑、11月6日59.41萬劑、11月19日67.57萬劑、12月21日73.84萬劑，及本次提供第16批146.15萬劑疫苗。本次提供的疫苗為多劑型包裝（每瓶10人份），須存放於攝氏2到8度環境。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMjAxMTMwMTcyLmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIyMDExMzAxNzIuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|開放醫療院所免預約接種 AZ隔8週、BNT隔4週可打第2劑|COVID-19疫苗充足，指揮中心今天宣布，醫療院所可提供未於疫苗平台預約及有需求者接種第1、2劑AZ或BNT疫苗，且AZ疫苗2劑接種間隔由10週縮短為8週。COVID-19（2019冠狀病毒疾病）疫苗持續到貨，為加速疫苗接種利用，中央流行疫情指揮中心發言人莊人祥今天宣布，開放未於COVID-19公費疫苗平台預約或有接種需求的民眾，直接到醫院接種第1、2劑輝瑞BNT（Pfizer-BioNTech）或阿斯特捷利康（AZ）疫苗。莊人祥說，即起各地方衛生局可視疫苗庫存、到貨與接種情形，開放醫療院所提供上述疫苗接種服務。此外，原本AZ疫苗2劑須間隔10週以上，但因應疫苗量充足，莊人祥說，即起也開放AZ疫苗間隔滿8週以上即可接種第2劑；BNT疫苗則維持間隔4週接種。但接種年齡資格仍須依規定，BNT疫苗第1劑為12歲以上、未曾接種過COVID-19疫苗者，第2劑為18歲以上、曾接種過第1劑BNT疫苗且間隔滿28天以上者；AZ疫苗第1劑為18歲以上、未曾接種過COVID-19疫苗者，第2劑為18歲以上，曾接種過第1劑AZ疫苗且間隔滿8週以上者。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTExMDYwMTE0LmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMTEwNjAxMTQuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|每人半年打一次追加劑 AZ疫苗研發專家稱不可行[影]|阿斯特捷利康疫苗（AstraZeneca，簡稱AZ疫苗）的研發者波拉德今天說，讓全球每個人在一年內打數次COVID-19（2019冠狀病毒疾病）疫苗追加劑並不可行。根據英國「每日電訊報」（The Daily Telegraph）今天刊出的訪談，牛津疫苗集團（Oxford Vaccine Group）主任暨英國疫苗接種和免疫聯合委員會（Joint Committee on Vaccination and Immunisation）主席波拉德（Andrew Pollard）說：「我們無法讓地球每個人每4至6個月就接種一次疫苗。這無法維持下去、也負擔不起。」波拉德也強調未來「必須鎖定脆弱人口」，而不是讓每位12歲（含）以上民眾接種疫苗。他說，還需要更多數據，才能確定「脆弱人口是否要打、何時打以及多久打一次追加劑」。波拉德也說，在向英國民眾提供第4劑疫苗前，必須要有進一步證據。英國目前向18歲（含）以上健康民眾與16歲（含）以上高風險者提供第3劑疫苗。波拉德今天接受天空新聞網（Sky News）訪問時也提到，全球各地疫苗接種程度參差不齊的情況變得明顯。波拉德說：「從全球的角度來看，每6個月向地球每個人提供第4劑疫苗，是無法負擔、無法維持且無法達到的。」他說：「請記得，今日低收入國家只有不到10%民眾打了第一劑；因此，定期在全球提供第4劑的概念是不可行的。」|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMjAxMDUwMTIzLmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIyMDEwNTAxMjMuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|斯洛伐克贈台16萬劑AZ疫苗運抵 供第2劑造冊接種|斯洛伐克捐贈的16萬劑AZ疫苗今天上午運抵台灣，這批疫苗通關後，將送至冷儲物流中心進行檢驗封緘作業，中央流行疫情指揮中心表示，這批AZ疫苗將提供第2劑造冊接種。歐洲聯盟（EU）7月公布斯洛伐克將捐贈1萬劑COVID-19（2019冠狀病毒疾病）疫苗給台灣。不過，斯洛伐克政府24日宣布，經其外交部、經濟部及衛生部協調促成，決定提高捐贈台灣疫苗數量為16萬劑AZ疫苗，除了AZ疫苗，台灣也會收到斯洛伐克Fibrochem公司贈送的一批手術防護衣。這批疫苗由長榮航空BR-66班機以客機載貨方式運送，於早上6時14分抵達桃園國際機場，班機落地後滑行停靠於503機坪，在完成消毒作業後，由地勤人員將放置於貨艙的溫控櫃卸下完成通關作業，經拖車送往貨物碼頭裝入冷鏈貨車，載往指定冷儲物流中心存放，進行後續檢驗封緘作業。中央流行疫情指揮中心發言人莊人祥昨天表示，日本與斯洛伐克分別捐贈的50萬、16萬劑AZ疫苗，將提供第2劑造冊接種，至於開放年齡層將另行說明。斯洛伐克是4個捐贈疫苗幫助台灣抗疫的歐盟成員國之一，另外3國是立陶宛、捷克和波蘭。（編緝：劉學源）1100926|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTA5MjYwMDA2LmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMDkyNjAwMDYuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|第8輪AZ疫苗9/10開放預約 78.5萬人可接種第2劑|"指揮中心統計，全台有113.5萬人符合第8輪AZ疫苗預約資格，其中78.5萬人是接種第2劑，另外35萬人則是18至22歲年輕人接種第1劑，明天上午10時起可至COVID-19公費疫苗預約平台預約。中央流行疫情指揮中心統計，昨天有10萬6595人次接種COVID-19（2019冠狀病毒疾病），截至目前疫苗接種人口涵蓋率為45.39％，劑次人口比每百人49.68劑。疫苗接種作業持續進行，最新的第8輪疫苗接種意願登記自今天中午截止，指揮中心統計，預約資格民眾共113萬5451人。符合預約資格的民眾，包含9月10日前符合AZ疫苗第2劑接種間隔10週以上者，有78萬5239人；另有7月19日前已意願登記選擇AZ疫苗的18歲至22歲年輕，有35萬212人。上述民眾可於明天上午10時至12日中午12時上網完成預約，預約完成後，將於15日至23日間施打。此外，歐盟藥品管理局（EMA）近期新增神經病變「格林巴利症候群格林巴利症候群
一種急性周邊神經病變，可能侵犯身體的運動、感覺及自主神經系統。
年發生率約10萬分之1至2，常發生於健康年輕人及老年人，各年齡層皆有案例報告，男性發生率約為女性1.5倍。
以年發生率推算，無論有無接種流感疫苗，國內每年約有230至460人發生該疾病。資料來源：衛福部
看更多關閉」（GBS）為阿斯特捷利康（AZ）COVID-19疫苗的極罕見副作用。指揮中心發言人莊人祥說，目前國內有10例疫苗接種後出現GBS的個案，分別是9例接種阿斯特捷利康（AZ）疫苗與1例莫德納（Moderna）疫苗。他表示，目前國內的GBS個案與AZ疫苗之間的關聯尚無法證實或排除，指揮中心會持續關注。指揮中心也公布昨天新增70例疫苗接種後不良事件通報，分別為38例非嚴重、2例死亡與30例其他疑似嚴重不良反應。2例接種後死亡通報個案分別接種莫德納與高端疫苗。今天疫情記者會上有媒體提問，BNT疫苗可能出現罕見心肌炎副作用，即便接種疫苗也可能發生突破性感染，引起家長憂心。指揮中心指揮官陳時中說，接種疫苗不保證不會感染，即使接種後產生抗體，仍可能感染變異株，指揮中心會持續追蹤副作用狀況，並在接種意願書後檢附相關資料，請家長仔細閱讀與孩子討論後再選擇。但陳時中強調，接種疫苗仍是利大於弊，心肌炎發生率相對低，染疫嚴重度也低。"|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTA5MDkwMjk5LmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMDkwOTAyOTkuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|175萬劑AZ疫苗將相繼抵台 陳時中擬加速開放施打|指揮中心指揮官陳時中今天證實，62萬劑自購AZ疫苗將於7日抵台，再加上8日還有113萬劑日本捐贈AZ疫苗運至台灣，相信這波疫苗可加速向下開放中壯年等年齡層接種時程。國內武漢肺炎（COVID-19，2019冠狀病毒疾病）疫情嚴峻，疫苗需求急迫。昨天有多家媒體報導，華航班機7日從泰國載運自購AZ疫苗抵台，但數量為58萬至62萬劑，說法不一，陳時中昨天僅低調表示，「疫苗進來近了」，今天下午記者會終於證實此消息。另外，陳時中也表示，日本政府繼6月4日提供台灣124萬劑AstraZeneca疫苗，再提供113萬劑AZ疫苗予台灣使用。該批疫苗預定於7月8日下午運抵桃園國際機場，待完成通關程序後，直接運送至指定冷儲物流中心進行後續檢驗封緘作業，再提供武漢肺炎接種計畫所列實施對象進行接種。陳時中說，值此全球疫苗供不應求且疫情艱難時刻，日本政府再度伸出援手追加這批武漢肺炎疫苗，將有助於提升我國疫苗涵蓋率，並給予國內疫情防治極大幫助，指揮中心謹向日本政府與人民至上誠摯謝意。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTA3MDYwMTU0LmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMDcwNjAxNTQuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|"AZ疫苗獲批准不到1年阿斯特捷利康供逾170國20億劑| 國際"|阿斯特捷利康公司與英國牛津大學今天表示，不到一年前，雙方共同研製的COVID-19（2019冠狀病毒疾病）疫苗才首度獲得批准，迄今已向全球運送20億劑疫苗。路透社報導，阿斯特捷利康公司（AstraZeneca Plc）與牛津大學發表聯合聲明說，目前有15國在製造阿斯特捷利康疫苗（簡稱AZ），供應給超過170國。在世界衛生組織（WHO）支持的疫苗全球取得機制（COVAX）中，AZ是供應數量最多的一款。瑞典與英國藥廠合併組成的阿斯特捷利康去年6月與印度血清研究所（Serum Institute of India）簽約，協助將疫苗產量倍增至20億劑。就數量而言，印度血清研究所是全球規模最大的疫苗製造商。這款ChAdOx1 nCoV-19疫苗的品牌名稱是Vaxzevria與Covishield，曾因其有效性數據、供應狀況以及與罕見血栓病例的關聯性而面臨諸多挑戰。阿斯特捷利康曾承諾在疫情期間以成本價出售疫苗，但上週表示，在全球學習如何與引發COVID-19的冠狀病毒共存時，公司將開始從疫苗賺取小幅利潤。不過，阿斯特捷利康的執行長索利歐（Pascal Soriot）保證，低收入國家將可持續在非營利的基礎上取得疫苗。|https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9hb3BsLzIwMjExMTE2MDA1OS5hc3B40gEA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|AZ混打BNT疫苗最快11月上旬開始 將全年齡開放|中央流行疫情指揮中心指揮官陳時中今天宣布，規劃第13輪開放AZ混打BNT疫苗，最快11月上旬開打，將不會限定年齡層，即全年齡開放；他也透露，下波又有疫苗將到貨。衛生福利部長陳時中今天上午至立法院社會福利及衛生環境委員會進行專案報告，提及日後COVID-19（2019冠狀病毒疾病）疫苗混打。報告中指出，衛福部傳染病防治諮詢會預防接種組（ACIP）先前開會決議，COVID-19疫苗第1劑接種AZ疫苗的第1類至第3類優先接種對象，第2劑使用mRNA疫苗接種，且2劑接種間隔至少8週。報告提到，指揮中心考量現階段維持醫療量能人員須速完成2劑疫苗接種的必要性，已開放第1類具有執業登記的醫事人員及醫療院所第一線非醫事人員，接種第1劑AZ疫苗超過10週，尚未接種第2劑疫苗者，以莫德納（Moderna）疫苗完成第2劑接種。陳時中報告提到，後續將視疫情與疫苗狀況，將規劃於預約平台第13輪，提供部分接種第1劑AZ疫苗超過10週者，以輝瑞BNT疫苗完成第2劑接種。台灣民眾黨立委賴香伶質詢提及混打規劃，是否與國內疫苗混打研究有關，陳時中答詢回應，主要是參考國外混打資料，但國內目前醫事人員混打，並無明顯副作用或不良反應，看起來結果不錯。陳時中也說，目前專家會議僅同意AZ混打mRNA疫苗，即莫德納或輝瑞BNT疫苗；至於高端疫苗是否可混打，還需要更多證據。陳時中會後接受媒體聯訪表示，第13輪疫苗將視疫苗到貨時程，規劃阿斯特捷利康（AZ）與mRNA疫苗混打，預計11月上旬就可能開打，且不會特別規定年齡層，但可能依疫苗數量分流施打。媒體提問，有多少民眾符合AZ混打BNT疫苗資格，陳時中說，第1劑接種AZ疫苗、等待第2劑的數量約100萬，下波還有疫苗到貨，若加上混打，大概可滿足需求。媒體再詢問目前COVID-19疫苗緩打狀況，陳時中說，目前AZ疫苗熱門，施打率最高，但BNT疫苗開放給一般民眾較不踴躍，但他強調並非緩打，可能因開放的年齡層先前已多次開放其他疫苗，但都未預約接種，顯示可能是對疫苗猶豫的一群人。此外，針對衛福部次長石崇良今天在行政院會後記者會表示，欲鬆綁邊境管制，民眾第2劑覆蓋率一定要超過3成，陳時中說，這僅是基本指標數，若邊境解封需要更多指標，確保民眾抵抗力足夠。另媒體提問，針對中央與台北市政府針對疫苗施打量能槓上，網路大數據分析，顯示37%網友認為北市有錯，39%認為中央有錯，詢問陳時中看法，陳則苦笑回應，「冤枉啊，大人。」|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTEwMjE1MDAyLmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMTAyMTUwMDIuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|第7輪接種AZ疫苗 29日上午10時開放預約|疫情指揮中心指揮官陳時中宣布，第7期將提供接種AZ疫苗，預約時間自8月29日上午10時至8月31日中午12時截止，施打期間預計自9月3日至9月10日止。昨天進貨的26.5萬劑阿斯特捷利康（AZ）COVID-19（2019冠狀病毒疾病）疫苗將納入第7期接種，針對第7期預估約100萬人符合預約資格，接種AZ疫苗時程規劃備受關注。中央流行疫情指揮中心指揮官陳時中今天下午說明，第7期預約將提供於7月19日前已意願登記選擇AZ疫苗，且尚未接種過疫苗的29歲（含）以上對象，即1992年12月31日（含）以前出生民眾，以及滿18歲以上，即2003年9月3日（含）前出生的第9類對象進行接種。陳時中說，第7期施打期間預計自9月3日至9月10日止，並視疫苗供應期程調整接種場次，籲請民眾屆時準時前往接種。此外，陳時中提醒，符合第7期AZ疫苗預約資格對象如欲增加選擇BNT疫苗，須於8月31日下午4時後始可加選。另已符合AZ疫苗第2劑接種間隔的民眾，將另行開放接種。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTA4Mjg1MDA1LmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMDgyODUwMDUuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
AZ|AZ疫苗誘發血栓原因初步破解 科學家發現與血中蛋白質有關|極少數人注射AZ疫苗後發生血栓，科學家們發現了這一極罕見副作用的「觸發點」，即腺病毒能吸引人體血液中一蛋白質，他們認為，這進而誘發連鎖反應，最終導致血栓形成。英國廣播公司（BBC）今天報導，阿斯特捷利康（AZ）疫苗被認為拯救了約100萬人免於染疫身亡，但各國對於接種後可能引發罕見血栓的疑慮，影響當局的AZ疫苗施打年齡層策略，例如英國建議40歲以下民眾選用他牌。非常少數民眾在接種AZ疫苗後發生血栓，衛生當局稱這一「疫苗引起之免疫血栓性血小板低下症」（Vaccine-induced immune thrombotic thrombocytopenia, VITT）「極度罕見」。澳洲Mirage News指出，英國卡地夫大學（Cardiff University）、美國亞利桑那州立大學（Arizona State University）和AZ科學家組成的團隊，企圖釐清VITT發生的原因。英國廣播公司報導，AZ一位發言人強調，與疫苗相比，感染COVID-19更可能導致血栓發生，且它發生原因的完整解釋尚未確定。她補充，雖然這項研究並非確鑿，但提供了有趣見解，AZ藥廠正在尋找方法利用這些新發現，作為致力消除血栓這一極為罕見副作用的一環。研究人員對罕見血栓研究的兩個初步線索為：只有使用某些技術的疫苗，才有較高的血栓風險；發生血栓者身上帶著不常見的抗體，這些抗體會攻擊他們血液中一種叫做「血小板第4因子」（platelet factor 4，PF4）的蛋白質。AZ疫苗使用黑猩猩腺病毒作為載體；研究人員認為，腺病毒可能與某些人發生的罕見血栓有關聯。因此，他們使用了一種稱為「冷凍電子顯微術」（cryo-electron microscopy）的技術，拍攝了腺病毒分子尺度的圖像。這一研究發表於期刊「科學先端」（Science Advances），揭示了腺病毒的外表面像是磁鐵一般，將血小板第4因子吸引到它身上。澳洲Mirage News報導，卡地夫大學研究人員派克（Alan Parker）表示：「需要發生一系列複雜事件才能觸發VITT這種極其罕見的副作用。我們的數據證實血小板第4因子可以與腺病毒結合，這是解開VITT機制的重要一步。」他告訴BBC新聞網：「腺病毒表面帶負電，血小板第4因子帶正電，兩者結合得很好。」他表示，現在掌握的是罕見血栓的觸發器，研究人員認為，下一階段為「錯位免疫」（misplaced immunity），但這尚需進一步研究證實。人體免疫系統在罕見情況下，將血小板第4因子誤認成外來腺病毒一部分後，便釋放抗體到血液中攻擊它，最終，抗體與血小板第4因子簇集在一起，引發血栓形成。伯明罕大學醫院NHS基金會信託（University Hospitals Birmingham NHS Foundation Trust）顧問血液學家萊斯特（Will Lester）稱讚這一「非常詳細」研究，稱其有助於解釋血栓的「最可能初始步驟」。但他也表示，仍有許多問題未獲解答，包括部分人是否可能比其他群體更易受此副作用影響，以及為什麼血栓最常見於大腦和肝臟的靜脈中，這些問題可能需要時間和進一步研究來釐清。與AZ合作研發疫苗的英國牛津大學（University of Oxford）則拒絕針對這一研究置評。|https://news.google.com/articles/CBMiN2h0dHBzOi8vd3d3LmNuYS5jb20udHcvbmV3cy9maXJzdG5ld3MvMjAyMTEyMDIwNDE0LmFzcHjSATtodHRwczovL3d3dy5jbmEuY29tLnR3L2FtcC9uZXdzL2ZpcnN0bmV3cy8yMDIxMTIwMjA0MTQuYXNweA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant
